,name,price,color,feature_dict,link
577,"
MPS Wildstick 30 set","
199.46 € 


Recommended retail price:  231.03 €


","
100cm (=110cm)","{'Name': ['Season:', 'Flex: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2018/2019', 'The lower number, the harder shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'No', '265g', 'straight']}",https://www.efloorball.net/p/32895/mps-wildstick-30-set-floorball-set?ts=p_1_1_578
578,"
Zone floorball HARDER AIR SL 26 black","
103.30 € 


Recommended retail price:  147.60 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Air grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'HARDER', 'Indicates the hardness of the blade', 'yes', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/37264/zone-floorball-harder-air-sl-26-black-floorball-stick?ts=p_1_1_579
579,"
Unihoc EPIC SUPERSKIN MAX 29 white/silver","
100.51 € 


Recommended retail price:  147.60 €


","
white / silver","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '204g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/36998/unihoc-epic-superskin-max-29-white-silver-floorball-stick?ts=p_1_1_580
580,"
Unihoc ICONIC TITAN SUPERSKIN REGULAR 24 black","
87.74 € 


Recommended retail price:  127.65 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'ICONIC', 'Indicates the hardness of the blade', 'yes', '217g', 'straight', '80 % carbon / 20 % glass fibre']}",https://www.efloorball.net/p/37066/unihoc-iconic-titan-superskin-regular-24-black-floorball-stick?ts=p_1_1_581
581,"
Eurostick SIMPLE MIX","
139.77 €","
green / yellow","{'Name': ['Season:', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'shaft type:'], 'Key': ['2019/2020', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'straight']}",https://www.efloorball.net/p/34237/necy-simple-mix-floorball-set?ts=p_1_1_582
582,"
FLOORBEE Douglas 32","
39.31 € 


Recommended retail price:  43.70 €


","
light blue / neon yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Protector', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'JET', 'Indicates the hardness of the blade', 'yes', '217g', 'straight']}",https://www.efloorball.net/p/34805/floorbee-douglas-32-set-floorball-stick-with-bag-and-ball?ts=p_1_1_583
583,"
MPS Flash Junior set","
155.57 € 


Recommended retail price:  167.54 €


","
85cm (=95cm)","{'Name': ['Season:', 'Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2018/2019', 'The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'No', '265g', 'straight']}",https://www.efloorball.net/p/32892/mps-flash-junior-set-floorball-set?ts=p_1_1_584
584,"
Unihoc EPIC CARBSKIN Feather Light Curve 2.0º 29 red","
105.30 € 


Recommended retail price:  175.53 €


","
red","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Feather', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', 'curved', '100 % carbon']}",https://www.efloorball.net/p/33240/unihoc-epic-carbskin-feather-light-curve-2-0-29-red-floorball-stick?ts=p_1_1_585
585,"
Unihoc SONIC CARBSKIN Curve 2.0º 29 red","
105.30 € 


Recommended retail price:  175.53 €


","
red","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Feather', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Sonic', 'Indicates the hardness of the blade', 'yes', 'curved', '100 % carbon']}",https://www.efloorball.net/p/33249/unihoc-sonic-carbskin-curve-2-0-29-red-floorball-stick?ts=p_1_1_586
586,"
FLOORBEE SpitFire 29 + Stickbag + ball","
64.12 € 


Recommended retail price:  71.26 €


","
black / pink","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Tyre sticky', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'JET', 'Indicates the hardness of the blade', 'yes', '209g', 'straight', '80 % carbon / 20 % glass fibre']}",https://www.efloorball.net/p/34792/floorbee-spitfire-29-stickbag-ball-set-floorball-stick-with-bag-and-ball?ts=p_1_1_587
587,"
Tempish Controll","
32.72 €","
black / yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Score grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Focus', 'Indicates the hardness of the blade', 'No']}",https://www.efloorball.net/p/14339/floorball-stick-tempish-controll-16?ts=p_1_1_588
588,"
Eurostick Turn Around IFF","
29.69 €","
White / Yellow / Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/34352/necy-turnaround-floorball-stick?ts=p_1_1_589
589,"
FLOORBEE Falcon 26 + Toolbag + 10 Balls","
389.23 € 


Recommended retail price:  432.48 €


","
white / black / neon green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Tyre sticky', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'JET', 'Indicates the hardness of the blade', 'yes', '229g', 'straight', '40 % carbon / 60 % glass fiber']}",https://www.efloorball.net/p/34804/floorbee-falcon-26-toolbag-balls-floorball-set?ts=p_1_1_590
590,"
OxDog PLAYER 33 + 10 BALLS","
260.31 € 


Recommended retail price:  339.16 €


","
Black / Blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Touch', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Block', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/40273/oxdog-player-33-10-balls-floorball-set?ts=p_1_1_591
591,"
Eurostick Fire & Icebreaker","
374.27 €","
1 pcs","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Gravity', 'Indicates the hardness of the blade', 'No', 'straight']}",https://www.efloorball.net/p/38823/eurostick-fire-icebreaker-floorball-set-with-bag?ts=p_1_1_592
592,"
OxDog WINNER 33 + TOOLBAG + 10 BALLS","
292.27 € 


Recommended retail price:  375.02 €


","
Black / Orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Touch', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Block', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/40274/oxdog-winner-33-toolbag-10-balls-floorball-set?ts=p_1_1_593
593,"
Unihoc ICONIC CARBSKIN 29 white","
98.12 € 


Recommended retail price:  185.53 €


","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Carbskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'ICONIC', 'Indicates the hardness of the blade', 'yes', '193g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/35483/unihoc-iconic-carbskin-29-white-floorball-stick?ts=p_1_1_594
594,"
MPS Extee Arena 5 set","
219.05 € 


Recommended retail price:  231.03 €


","
26mm","{'Name': ['Season:', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2018/2019', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'No', '265g', 'straight']}",https://www.efloorball.net/p/32893/mps-extee-arena-5-set-floorball-set?ts=p_1_1_595
595,"
FLOORBEE Douglas 32 + Toolbag + 10 Balls","
245.59 € 


Recommended retail price:  272.88 €


","
light blue / neon yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Protector', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'JET', 'Indicates the hardness of the blade', 'yes', '183g', 'straight']}",https://www.efloorball.net/p/34813/floorbee-douglas-32-floorball-set?ts=p_1_1_596
596,"
OxDog WINNER 33 + 10 BALLS","
260.31 € 


Recommended retail price:  339.16 €


","
Black / Orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Touch', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Block', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/40275/oxdog-winner-33-10-balls-floorball-set?ts=p_1_1_597
597,"
Zone floorball SUPREME AIRLIGHT 25 white/holographic","
102.90 € 


Recommended retail price:  179.52 €


","
white / hologram","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Airlight grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Supreme', 'Indicates the hardness of the blade', 'yes', '198g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/35237/zone-floorball-supreme-airlight-25-white-holographic-floorball-stick?ts=p_1_1_598
598,"
FLOORBEE Douglas 32 STREET set","
25.90 € 


Recommended retail price:  43.82 €


","
light blue / neon yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Protector', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'JET', 'Indicates the hardness of the blade', 'yes', '217g', 'straight']}",https://www.efloorball.net/p/34880/floorbee-douglas-32-street-set-floorball-stick-free-extra-blade?ts=p_1_1_599
599,"
FLOORBEE Albatross 36 White/Green + Toolbag and balls","
217.22 € 


Recommended retail price:  241.36 €


","
green / white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Protector', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'JET', 'Indicates the hardness of the blade', 'yes', '183g', 'straight']}",https://www.efloorball.net/p/40300/floorbee-albatross-36-white-green-toolbag-and-balls-floorball-set?ts=p_1_1_600
600,"
Unihoc EPIC SUPERSKIN MAX FL 26 black/blue","
115.91 € 


Recommended retail price:  171.53 €


","
Black / Blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '200g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37003/unihoc-epic-superskin-max-fl-26-black-blue-floorball-stick?ts=p_1_1_601
601,"
Fat Pipe RAW CONCEPT 27 WE SPEED","
167.54 €","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Raw Concept grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'SPEED', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/40442/fat-pipe-raw-concept-27-we-speed-floorball-stick?ts=p_1_1_602
602,"
FLOORBEE Douglas 32 TRAINING set","
45.82 € 


Recommended retail price:  48.93 €


","
light blue / neon yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Protector', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'JET', 'Indicates the hardness of the blade', 'yes', '217g', 'straight']}",https://www.efloorball.net/p/35526/floorbee-douglas-32-training-set?ts=p_1_1_603
603,"
FLOORBEE Douglas 32 Composite Black/Green + Toolbag and balls","
256.37 € 


Recommended retail price:  284.85 €


","
black / green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Protector', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'JET', 'Indicates the hardness of the blade', 'yes', '217g', 'straight']}",https://www.efloorball.net/p/40301/floorbee-douglas-32-composite-black-green-toolbag-and-balls-floorball-set?ts=p_1_1_604
