,name,price,color,feature_dict,link
282,"
Zone floorball MAKER BALANCE SKELETON 27 black","
183.50 €","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'SKELETON', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Maker', 'Indicates the hardness of the blade', 'yes', '204g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/39312/zone-floorball-maker-balance-skeleton-27-black-floorball-stick?ts=p_1_3_283
283,"
Unihoc EPIC Composite 32 neon orange/white","
65.84 €","
neon orange / white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '230g', 'straight', '5 % carbon / 95 % glass fibre']}",https://www.efloorball.net/p/39323/unihoc-epic-composite-32-neon-orange-white-floorball-stick?ts=p_1_3_284
284,"
Fat Pipe SWEEPER 27 Raw","
79.72 €","
Black / Orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Sticky', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Raw', 'Indicates the hardness of the blade', 'yes', 'straight', '30% carbon / 70% glass fibre']}",https://www.efloorball.net/p/40070/fat-pipe-sweeper-27-raw-floorball-stick?ts=p_1_3_285
285,"
Salming Quest1 Powerlite Aero 29","
139.61 €","
white / purple","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'X3M Grip PRO', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Quest1', 'Indicates the hardness of the blade', 'yes', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/39364/salming-quest1-powerlite-aero-29-floorball-stick?ts=p_1_3_286
286,"
Unihoc PLAYER+ Feather Light 26 yellow","
151.58 €","
yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Elite pro', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Player+', 'Indicates the hardness of the blade', 'yes', '227g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/39398/unihoc-player-feather-light-26-yellow-floorball-stick?ts=p_1_3_287
287,"
Unihoc EPIC Straight Edge Supershape FL 26 black/turquoise","
119.66 € 


Recommended retail price:  159.57 €


","
black / turquoise","{'Name': ['Season:', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'Supershape', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '207g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/35201/unihoc-epic-straight-edge-supershape-fl-26-black-turquoise-floorball-stick?ts=p_1_3_288
288,"
Exel Doublecurve UNIFLEX purple pink ROUND","
59.45 €","
purple / pink","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:'], 'Key': ['2015', 'The lower number, the harder shaft', 'T3 Grip', 'Indicates the shape when holding the stick', 'X-BLADE', 'Indicates the hardness of the blade', 'yes']}",https://www.efloorball.net/p/16667/floorball-stick-exel-doublecurve-uniflex-purple-pink-round-15?ts=p_1_3_289
289,"
Eurostick Poppis 85/98cm set","
87.34 € 


Recommended retail price:  87.39 €


","
red / yellow","{'Name': ['Sticks material: ', 'Handling shape: ', 'IFF Certification:', 'shaft type:'], 'Key': ['Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'No', 'straight']}",https://www.efloorball.net/p/17190/floorball-set-poppis-junior-set-85-98cm-15?ts=p_1_3_290
290,"
Fat Pipe RAW CONCEPT 27 JAB FH2","
167.54 €","
black / turquoise","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Raw Concept grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Jab FH2', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39821/fat-pipe-raw-concept-27-jab-fh2-floorball-stick?ts=p_1_3_291
291,"
Exel P80 BLUE 2.9 98 ROUND MB","
43.49 € 


Recommended retail price:  135.27 €


","
blue / orange / white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2017/2018', 'The lower number, the harder shaft', 'T-3', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Air', 'Indicates the hardness of the blade', 'yes', 'straight', '80 % carbon / 20 % glass fibre']}",https://www.efloorball.net/p/30966/exel-p80-blue-2-9-98-round-mb-floorball-stick?ts=p_1_3_292
292,"
Tempish PHASE F32 NB light blue","
24.34 €","
white / light blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Phase', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'NOXX', 'Indicates the hardness of the blade', 'No', '235g', 'straight']}",https://www.efloorball.net/p/35821/tempish-phase-f32-nb-light-blue-floorball-stick?ts=p_1_3_293
293,"
Salming Hawk RE Flex Oval 27","
67.79 €","
white / blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Tritec', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Hawk', 'Indicates the hardness of the blade', 'yes', '284g', 'straight']}",https://www.efloorball.net/p/37354/salming-hawk-re-flex-oval-27-floorball-stick?ts=p_1_3_294
294,"
Zone floorball HARDER PROLIGHT R SKELETON 28 raw black","
261.35 €","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'SKELETON', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'HARDER', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39486/zone-floorball-harder-prolight-r-skeleton-28-raw-black-floorball-stick?ts=p_1_3_295
295,"
Unihoc PLAYER+ Bamboo 29 black/red","
141.65 €","
black / red","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Elite pro', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Player+', 'Indicates the hardness of the blade', 'yes', '216g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/39395/unihoc-player-bamboo-29-black-red-floorball-stick?ts=p_1_3_296
296,"
MPS No Respect 30","
22.55 €",,"{'Name': ['Season:', 'Flex: ', 'Sticks material: ', 'Handling shape: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2018/2019', 'The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'No', '275g', 'straight']}",https://www.efloorball.net/p/32888/mps-no-respect-30-floorball-stick?ts=p_1_3_297
297,"
Unihoc EPIC Composite 32 white/black","
39.86 € 


Recommended retail price:  59.82 €


","
white / black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '230g', 'straight', '5 % carbon / 95 % glass fibre']}",https://www.efloorball.net/p/35170/unihoc-epic-composite-32-white-black-floorball-stick?ts=p_1_3_298
298,"
Unihoc UNILITE SUPERSKIN Comp 30 yellow","
75.78 €","
neon yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'UNILITE', 'Indicates the hardness of the blade', 'yes', '246g', 'straight', '5 % carbon / 95 % glass fibre']}",https://www.efloorball.net/p/39326/unihoc-unilite-superskin-comp-30-yellow-floorball-stick?ts=p_1_3_299
299,"
Salming Raven Tourlite Youth","
51.83 €","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Ultimate', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Raven', 'Indicates the hardness of the blade', 'yes', 'straight', '0%']}",https://www.efloorball.net/p/39386/salming-raven-tourlite-youth-floorball-stick?ts=p_1_3_300
300,"
Zone floorball MAKER AIR Superlight 27 white/holographic","
100.51 € 


Recommended retail price:  143.61 €


","
white / hologram","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Air grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Maker', 'Indicates the hardness of the blade', 'yes', '203g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/37263/zone-floorball-maker-air-superlight-27-white-holographic-floorball-stick?ts=p_1_3_301
301,"
Fat Pipe BEAT 27 JAB FLAT","
111.72 € 


Recommended retail price:  119.66 €


","
Black / Blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'WTB', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Jab Flat', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37620/fat-pipe-beat-27-jab-flat-floorball-stick?ts=p_1_3_302
302,"
Zone floorball MAKER AIR Superlight 26 PC NAKEDCARBON black/silver","
142.33 € 


Recommended retail price:  153.61 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Monster grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Maker', 'Indicates the hardness of the blade', 'yes', '207g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/35230/zone-floorball-maker-air-superlight-26-pc-nakedcarbon-black-silver-floorball-stick?ts=p_1_3_303
303,"
Zone floorball HYPER AIRLIGHT 28 electric black","
189.53 €","
Black / Blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Airlight grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Hyper', 'Indicates the hardness of the blade', 'yes', '198g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39309/zone-floorball-hyper-airlight-28-electric-black-floorball-stick?ts=p_1_3_304
304,"
Exel VECTOR WHITE 3.4 ROUND SB","
31.53 € 


Recommended retail price:  51.48 €


","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2018/2019', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'X-BLADE', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/31990/exel-vector-white-3-4-round-sb-floorball-stick?ts=p_1_3_305
305,"
Zone floorball HARDER AIR SL SKELETON 29 raw black","
157.61 €","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'SKELETON', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'HARDER', 'Indicates the hardness of the blade', 'yes', '198g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/39311/zone-floorball-harder-air-sl-skeleton-29-raw-black-floorball-stick?ts=p_1_3_306
306,"
Salming Tourlite Aero","
99.71 €","
white / green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Ultimate', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37342/salming-tourlite-aero-shaft-floorball-sticks?ts=p_1_3_307
307,"
Salming Quest1 Tourlite Aero 27","
119.66 €","
purple","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Ultimate', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Quest1', 'Indicates the hardness of the blade', 'yes', '215g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39378/salming-quest1-tourlite-aero-29-floorball-stick?ts=p_1_3_308
308,"
Unihoc EPIC SUPERSKIN MAX 26 black/blue","
115.91 € 


Recommended retail price:  171.53 €


","
Black / Blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '204g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37002/unihoc-epic-superskin-max-26-black-blue-floorball-stick?ts=p_1_3_309
309,"
Exel V60 GREEN 2.9 98 ROUND MB","
47.49 € 


Recommended retail price:  95.37 €


","
green / white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2017/2018', 'The lower number, the harder shaft', 'Wrap grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Vision', 'Indicates the hardness of the blade', 'yes', 'straight', '60 % carbon / 40 % glass fiber']}",https://www.efloorball.net/p/30788/exel-v60-green-2-9-98-round-mb-floorball-stick?ts=p_1_3_310
310,"
OxDog SENSE HES 25 FP OVAL MBC overlong","
109.73 € 


Recommended retail price:  119.31 €


","
white / pink","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Touch', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Optilight Carbon', 'Indicates the hardness of the blade', 'No', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37532/oxdog-sense-hes-25-fp-oval-mbc-overlong-floorball-stick?ts=p_1_3_311
311,"
OxDog FUSION LIGHT 23 WT OVAL MB","
99.64 €","
white / apricot","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Touch', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Avox', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38647/oxdog-fusion-light-23-wt-oval-mb-floorball-stick?ts=p_1_3_312
312,"
Exel X-PLAY BLACK-MINT 2.9 ROUND SB","
39.51 € 


Old price:  59.78 €
Recommended retail price:  85.79 €


","
black / green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'T-3', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'X-BLADE', 'Indicates the hardness of the blade', 'yes', '230g', 'straight', '25 % carbon / 75 % glass fiber']}",https://www.efloorball.net/p/37778/exel-x-play-black-mint-2-9-round-sb-floorball-stick?ts=p_1_3_313
313,"
Eurostick Azid IFF","
29.65 € 


Recommended retail price:  32.17 €


","
green / white","{'Name': ['Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:'], 'Key': ['The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Gravity', 'Indicates the hardness of the blade', 'yes', '230g']}",https://www.efloorball.net/p/17050/floorball-stick-azid-16?ts=p_1_3_314
314,"
Fat Pipe CORE 27 LOW KICK SPD","
99.71 €","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Sticky', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'SPEED', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/39817/fat-pipe-core-27-low-kick-spd-floorball-stick?ts=p_1_3_315
315,"
Unihoc Basic STREET 12 sticks + 6 balls","
190.29 € 


Recommended retail price:  197.07 €


","
1 pcs","{'Name': ['Season:', 'Flex: ', 'Handling shape: ', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Indicates the shape when holding the stick', 'straight']}",https://www.efloorball.net/p/27590/unihoc-street-12-sticks-6-balls-floorball-set?ts=p_1_3_316
316,"
Fat Pipe MINI + BALL","
23.90 €","
Orange / Black","{'Name': ['Season:', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'shaft type:'], 'Key': ['2019/2020', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'ORC', 'straight']}",https://www.efloorball.net/p/22597/floorball-stick-fatpipe-mini-ball-16?ts=p_1_3_317
317,"
LEXX Tundra A2 2,6 Blue/Chrome/Green","
35.52 € 


Recommended retail price:  53.83 €


","
blue / green","{'Name': ['Season:', 'Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Carbon content:'], 'Key': ['2015', 'The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'A2', 'Indicates the hardness of the blade', 'yes', '50 % carbon / 50 % glass fibre']}",https://www.efloorball.net/p/17288/floorball-stick-lexx-tundra-a2-2-6-blue-chrome-green-15?ts=p_1_3_318
318,"
Zone floorball HARDER PROLIGHT 3K 29 carbon/mint","
229.43 €","
black / mint","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Prolight', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'HARDER', 'Indicates the hardness of the blade', 'yes', '196g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39310/zone-floorball-harder-prolight-3k-29-carbon-mint-floorball-stick?ts=p_1_3_319
319,"
Unihoc ICONIC SUPERSKIN MID 30 white/red","
50.24 € 


Recommended retail price:  87.74 €


","
white / red","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'ICONIC', 'Indicates the hardness of the blade', 'yes', '218g', 'straight', '40 % carbon / 60 % glass fiber']}",https://www.efloorball.net/p/35176/unihoc-iconic-superskin-mid-30-white-red-floorball-stick?ts=p_1_3_320
320,"
Exel Miklu Black 2.6 Oval MB LIMITED EDITION","
75.41 € 


Recommended retail price:  159.57 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'VERSUS grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/39141/exel-miklu-black-2-6-oval-mb-floorball-stick?ts=p_1_3_321
321,"
Salming Flow Powerlite Aero 25","
139.61 €","
white / green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'X3M Grip PRO', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Flow', 'Indicates the hardness of the blade', 'yes', 'straight', '95 % carbon / 5 % Vectran']}",https://www.efloorball.net/p/39362/salming-flow-powerlite-aero-25-floorball-stick?ts=p_1_3_322
322,"
Tempish CONTROLL MX3","
32.72 €","
black / yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Score grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Focus', 'Indicates the hardness of the blade', 'No', '295g', 'straight']}",https://www.efloorball.net/p/35744/tempish-controll-mx3-floorball-stick?ts=p_1_3_323
323,"
Zone floorball HYPER PROLIGHT 3K 27 carbon/black","
251.33 €","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Prolight', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Hyper', 'Indicates the hardness of the blade', 'yes', '193g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39485/zone-floorball-hyper-prolight-3k-27-carbon-black-floorball-stick?ts=p_1_3_324
324,"
Salming Flow XtremeLite 27","
119.66 € 


Recommended retail price:  159.57 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'WetTac', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Flow', 'Indicates the hardness of the blade', 'yes', '195g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37315/salming-flow-xtremelite-27-floorball-stick?ts=p_1_3_325
325,"
Salming Quest1 Tourlite Oval 27","
75.78 € 


Recommended retail price:  99.71 €


","
white / blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Ultimate', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Quest1', 'Indicates the hardness of the blade', 'yes', '239g', 'straight', '60 % carbon / 40 % glass fiber']}",https://www.efloorball.net/p/37344/salming-quest1-tourlite-oval-27-floorball-stick?ts=p_1_3_326
326,"
Eurostick Gravity Kid IFF","
27.22 €","
green / yellow","{'Name': ['Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:'], 'Key': ['The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Gravity', 'Indicates the hardness of the blade', 'yes']}",https://www.efloorball.net/p/17046/floorball-stick-gravity-kid1-16?ts=p_1_3_327
327,"
Unihoc SONIC CARBSKIN FL 26 white","
119.66 € 


Recommended retail price:  207.45 €


","
white / black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Carbskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Sonic', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/34462/unihoc-sonic-carbskin-fl-26-white-floorball-stick?ts=p_1_3_328
328,"
Salming Quest2 PowerMid White/Pink","
31.89 €","
white / pink","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Tritec', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Quest2', 'Indicates the hardness of the blade', 'yes', '175g', 'straight']}",https://www.efloorball.net/p/37351/salming-quest2-powermid-white-pink-floorball-stick?ts=p_1_3_329
